,count,mean,std,min,25%,50%,75%,max
JOLTOPENIndex260,2981.0,0.015055200016451787,0.09459781604218623,-0.3157814210970816,-0.01533639277742549,0.03163265875408916,0.07297503954717,0.22831397060104708
SKLICPYIndex120,2981.0,-0.04056182692539574,0.1726119735715279,-0.7623884341630967,-0.10500179104294505,-0.0034805084681899245,0.07002810097165746,0.2166682358157841
SKLICPYIndex260,2981.0,-0.04056182692539574,0.1726119735715279,-0.7623884341630967,-0.10500179104294505,-0.0034805084681899245,0.07002810097165746,0.2166682358157841
USTW$Index260,2981.0,0.003197466567184048,0.06906516522207674,-0.17805756793868976,-0.044762887110218585,0.0031668761008560864,0.04254419399146325,0.20776714651414974
USTW$Index120,2981.0,0.003197466567184048,0.06906516522207674,-0.17805756793868976,-0.044762887110218585,0.0031668761008560864,0.04254419399146325,0.20776714651414974
SKLIMORDIndex260,2981.0,0.013040609317155994,0.07126575520628994,-0.14073191334707413,-0.02453331258884983,0.00545712422429645,0.045288754996825276,0.2060334349758266
SKLIMORDIndex120,2981.0,0.013040609317155994,0.07126575520628994,-0.14073191334707413,-0.02453331258884983,0.00545712422429645,0.045288754996825276,0.2060334349758266
USTBIMPIndex260,2981.0,0.019823454962636253,0.10082178564449727,-0.4039263797672943,-0.0018658788674530413,0.033828886741584796,0.07043709743453963,0.2010953461194962
USTBIMPIndex120,2981.0,0.019823454962636253,0.10082178564449727,-0.4039263797672943,-0.0018658788674530413,0.033828886741584796,0.07043709743453963,0.2010953461194962
SKLILAIIndex120,2981.0,0.05378204689857438,0.07651912061743271,-0.22612178561519602,0.02521210319652667,0.05750535159056547,0.09926862629937361,0.19896785609613943
SKLILAIIndex260,2981.0,0.05378204689857438,0.07651912061743271,-0.22612178561519602,0.02521210319652667,0.05750535159056547,0.09926862629937361,0.19896785609613943
ECIYOYIndex260,2981.0,-0.0028206852706063497,0.11930261077292986,-0.3495449040576116,-0.0515861755057887,0.018204247326526923,0.07954911959859223,0.19524703503171958
ECIYOYIndex120,2981.0,-0.0028206852706063497,0.11930261077292986,-0.3495449040576116,-0.0515861755057887,0.018204247326526923,0.07954911959859223,0.19524703503171958
KOCICONFIndex260,2981.0,-0.032936368813089076,0.0936141469698064,-0.2433355469836802,-0.11422748172036634,0.0,0.0,0.17672462507283537
KOCICONFIndex120,2981.0,-0.032936368813089076,0.0936141469698064,-0.2433355469836802,-0.11422748172036634,0.0,0.0,0.17672462507283537
KOEAUERSIndex120,2981.0,0.004312591812008933,0.05988998344576775,-0.17930162552323914,-0.032301604001614415,-0.0017056853198809119,0.04057192148571165,0.1711612401568403
KOEAUERSIndex260,2981.0,0.004312591812008933,0.05988998344576775,-0.17930162552323914,-0.032301604001614415,-0.0017056853198809119,0.04057192148571165,0.1711612401568403
SKLISHPPIndex120,2981.0,0.013250615508616562,0.047829678964767024,-0.1776051887444936,-0.005687162942130897,0.0095625911681676,0.03470360830895203,0.1710619411266574
SKLISHPPIndex260,2981.0,0.013250615508616562,0.047829678964767024,-0.1776051887444936,-0.005687162942130897,0.0095625911681676,0.03470360830895203,0.1710619411266574
KOLPIIndex260,2981.0,0.008710234110794413,0.04231504616307805,-0.10953447863079813,-0.007141712180533943,0.005122989196514105,0.023195749145289213,0.1625926572821026
KOLPIIndex120,2981.0,0.008710234110794413,0.04231504616307805,-0.10953447863079813,-0.007141712180533943,0.005122989196514105,0.023195749145289213,0.1625926572821026
MGT2WHDUIndex120,2981.0,0.0027087264302895955,0.042172512282562094,-0.12750988844947242,-0.012299024900623623,0.0037261757505003823,0.01682679806032339,0.1615151295193864
MGT2WHDUIndex260,2981.0,0.0027087264302895955,0.042172512282562094,-0.12750988844947242,-0.012299024900623623,0.0037261757505003823,0.01682679806032339,0.1615151295193864
GDPNTTLYIndex120,2981.0,-0.0329202604656263,0.09027373909327883,-0.26601296624364323,-0.07327133196755709,-0.024612107266154926,0.013563099439967363,0.1597173426757572
GDPNTTLYIndex260,2981.0,-0.0329202604656263,0.09027373909327883,-0.26601296624364323,-0.07327133196755709,-0.024612107266154926,0.013563099439967363,0.1597173426757572
LEIMNOIndex120,2981.0,-0.00626183142928079,0.09089180472889526,-0.37649530014245514,-0.03887548294178522,0.009400224991836126,0.04994861159953423,0.1543354432009032
LEIMNOIndex260,2981.0,-0.00626183142928079,0.09089180472889526,-0.37649530014245514,-0.03887548294178522,0.009400224991836126,0.04994861159953423,0.1543354432009032
USTBEXPIndex260,2981.0,0.03303171843932835,0.079854022966758,-0.2822236224918955,0.01367560774586618,0.038141619631561596,0.08868960097435341,0.1505402815417316
USTBEXPIndex120,2981.0,0.03303171843932835,0.079854022966758,-0.2822236224918955,0.01367560774586618,0.038141619631561596,0.08868960097435341,0.1505402815417316
SKLILAPIndex120,2981.0,0.035144853657696117,0.061018124375138115,-0.18819245109789673,0.01350507118026023,0.0442830190335366,0.064184970784396,0.1408720405510051
SKLILAPIndex260,2981.0,0.035144853657696117,0.061018124375138115,-0.18819245109789673,0.01350507118026023,0.0442830190335366,0.064184970784396,0.1408720405510051
SKLIIMPTIndex120,2981.0,0.028037139184316776,0.050643549656554994,-0.18048996796156835,0.013523707344576863,0.03350685438999079,0.05461867599002801,0.13636822670377313
SKLIIMPTIndex260,2981.0,0.028037139184316776,0.050643549656554994,-0.18048996796156835,0.013523707344576863,0.03350685438999079,0.05461867599002801,0.13636822670377313
SKLICNSTIndex260,2981.0,0.012281784956938322,0.06158250464430242,-0.11193615848615579,-0.030652885441295297,0.0061084324752052055,0.05883253009242928,0.12628451871654
SKLICNSTIndex120,2981.0,0.012281784956938322,0.06158250464430242,-0.11193615848615579,-0.030652885441295297,0.0061084324752052055,0.05883253009242928,0.12628451871654
KOBLTHMLIndex260,2981.0,0.025938432191300702,0.03912993185296892,-0.001310917234738973,0.0,0.0,0.05289930403168697,0.12554358557498002
KOBLTHMLIndex120,2981.0,0.025938432191300702,0.03912993185296892,-0.001310917234738973,0.0,0.0,0.05289930403168697,0.12554358557498002
SKLINBARIndex120,2981.0,-0.01385259068357324,0.057589055001125995,-0.14745667063160361,-0.054969077086092,-0.013467441317272844,0.017635956296528477,0.12550450591550266
SKLINBARIndex260,2981.0,-0.01385259068357324,0.057589055001125995,-0.14745667063160361,-0.054969077086092,-0.013467441317272844,0.017635956296528477,0.12550450591550266
KOHOINCIndex120,2981.0,0.026208765543458683,0.03665872028964104,-0.05949041060617333,0.0021981467246092734,0.023716258774637566,0.051389908064175316,0.1233827534324039
KOHOINCIndex260,2981.0,0.026208765543458683,0.03665872028964104,-0.05949041060617333,0.0021981467246092734,0.023716258774637566,0.051389908064175316,0.1233827534324039
MGT2WHIndex120,2981.0,0.0031203043434334665,0.033588334665399074,-0.09369500093925454,-0.010672029273010364,0.0015059909912639169,0.014770276178226904,0.11812383328053899
MGT2WHIndex260,2981.0,0.0031203043434334665,0.033588334665399074,-0.09369500093925454,-0.010672029273010364,0.0015059909912639169,0.014770276178226904,0.11812383328053899
JOLTHIRSIndex120,2981.0,-0.0020740051061349882,0.045698045598376806,-0.15767127993581065,-0.01994208029005673,0.003488701835926644,0.027811640247260128,0.11699601165795093
JOLTHIRSIndex260,2981.0,-0.0020740051061349882,0.045698045598376806,-0.15767127993581065,-0.01994208029005673,0.003488701835926644,0.027811640247260128,0.11699601165795093
MGT2MAIndex260,2981.0,0.004767454523006062,0.029220468094171455,-0.07641931870843954,-0.009705863382185709,0.000654470615097269,0.012693611885780332,0.11489877111116431
MGT2MAIndex120,2981.0,0.004767454523006062,0.029220468094171455,-0.07641931870843954,-0.009705863382185709,0.000654470615097269,0.012693611885780332,0.11489877111116431
KOPPIIndex120,2981.0,0.010167310975484182,0.030273223753977927,-0.04481519481430141,-0.008501410420996613,0.006020124082490419,0.025728617650428554,0.10883058293664671
KOPPIIndex260,2981.0,0.010167310975484182,0.030273223753977927,-0.04481519481430141,-0.008501410420996613,0.006020124082490419,0.025728617650428554,0.10883058293664671
memory_price,2981.0,0.014219144197384629,0.01779735307863364,0.002745123659502147,0.0051267249669387305,0.0075112225793002,0.016540225977604933,0.09813330629165994
KOHHDIndex120,2981.0,0.05737703694222171,0.01621212225260335,0.02342716518065302,0.04501439088914516,0.05850789976611459,0.06988800296938713,0.09341481741526891
KOHHDIndex260,2981.0,0.05737703694222171,0.01621212225260335,0.02342716518065302,0.04501439088914516,0.05850789976611459,0.06988800296938713,0.09341481741526891
MGT2TBIndex260,2981.0,0.0022694167231576733,0.026840409434108987,-0.08017144949218624,-0.008482957069566921,0.0003108134534877127,0.012890932966514224,0.09288714636509898
MGT2TBIndex120,2981.0,0.0022694167231576733,0.026840409434108987,-0.08017144949218624,-0.008482957069566921,0.0003108134534877127,0.012890932966514224,0.09288714636509898
KOHHLIndex260,2981.0,0.057083694215643216,0.015070480165412984,0.025137023757519472,0.04485937721543287,0.058075020102991814,0.06809097446840795,0.09228116895016925
KOHHLIndex120,2981.0,0.057083694215643216,0.015070480165412984,0.025137023757519472,0.04485937721543287,0.058075020102991814,0.06809097446840795,0.09228116895016925
LEINWCNIndex120,2981.0,-0.007597649657506152,0.06336161712969601,-0.2536780330275743,-0.014218429576567715,0.005013912931014275,0.02597063389618981,0.0915938099249285
LEINWCNIndex260,2981.0,-0.007597649657506152,0.06336161712969601,-0.2536780330275743,-0.014218429576567715,0.005013912931014275,0.02597063389618981,0.0915938099249285
KOHPTTLIndex260,2981.0,0.02051602593577434,0.021852130150833374,-0.01914883618788732,0.008303423108683816,0.014395359764186821,0.029411218839916486,0.09005823201198382
KOHPTTLIndex120,2981.0,0.02051602593577434,0.021852130150833374,-0.01914883618788732,0.008303423108683816,0.014395359764186821,0.029411218839916486,0.09005823201198382
KOCICOBAIndex120,2981.0,-0.035605195046783285,0.05847032935714483,-0.16552403106377223,-0.07912152074385137,-0.013673694578893558,0.0,0.0881030550886126
KOCICOBAIndex260,2981.0,-0.035605195046783285,0.05847032935714483,-0.16552403106377223,-0.07912152074385137,-0.013673694578893558,0.0,0.0881030550886126
OEKRKLARIndex260,2981.0,0.02327177431375253,0.016777271212484828,-0.011390532130477027,0.01392958870332528,0.0224210321353846,0.028989895950371825,0.08207907846550988
OEKRKLARIndex120,2981.0,0.02327177431375253,0.016777271212484828,-0.011390532130477027,0.01392958870332528,0.0224210321353846,0.028989895950371825,0.08207907846550988
JOLTSEPSIndex120,2981.0,-0.002354164717847855,0.03757050015512601,-0.13069183998233114,-0.02001574793537597,0.00040814906123998185,0.022696436055460678,0.08127018331376523
JOLTSEPSIndex260,2981.0,-0.002354164717847855,0.03757050015512601,-0.13069183998233114,-0.02001574793537597,0.00040814906123998185,0.022696436055460678,0.08127018331376523
CNCILIIndex120,2981.0,0.0007481960784175262,0.024755820325354137,-0.06715533174911137,-0.011526749079874499,-0.0037100610215006213,0.009560574816139145,0.07497964448022199
CNCILIIndex260,2981.0,0.0007481960784175262,0.024755820325354137,-0.06715533174911137,-0.011526749079874499,-0.0037100610215006213,0.009560574816139145,0.07497964448022199
SKLILIIndex260,2981.0,0.027385294978485915,0.013335411597885788,0.0006650431399002343,0.020002444303473865,0.027256306219367588,0.03489401891626631,0.07386652056610465
SKLILIIndex120,2981.0,0.027385294978485915,0.013335411597885788,0.0006650431399002343,0.020002444303473865,0.027256306219367588,0.03489401891626631,0.07386652056610465
LEITOTLIndex260,2981.0,0.0032519263306949957,0.0542916808512868,-0.19483463261352618,-0.00396869827966384,0.018538942534715552,0.0366639347455493,0.0703178446868753
LEITOTLIndex120,2981.0,0.0032519263306949957,0.0542916808512868,-0.19483463261352618,-0.00396869827966384,0.018538942534715552,0.0366639347455493,0.0703178446868753
CPTICHNGIndex260,2981.0,-0.001996891141675995,0.04030633677286842,-0.15046768026841484,-0.009571451425467004,0.004680553840930024,0.017281220670297692,0.07023052774878646
CPTICHNGIndex120,2981.0,-0.001996891141675995,0.04030633677286842,-0.15046768026841484,-0.009571451425467004,0.004680553840930024,0.017281220670297692,0.07023052774878646
MPMIUSMAIndex120,2981.0,0.0015266906304767674,0.012674989356140516,-0.03919413186077936,0.0,0.0,0.0,0.06939823625535846
MPMIUSMAIndex260,2981.0,0.0015266906304767674,0.012674989356140516,-0.03919413186077936,0.0,0.0,0.0,0.06939823625535846
SKLIWNRSIndex260,2981.0,0.022285025178128078,0.022150567888754715,-0.05716389316896908,0.008914596101737615,0.022700347846514646,0.03531892178536289,0.06731237044203642
SKLIWNRSIndex120,2981.0,0.022285025178128078,0.022150567888754715,-0.05716389316896908,0.008914596101737615,0.022700347846514646,0.03531892178536289,0.06731237044203642
KOIPMCIndex260,2981.0,0.014615486653770906,0.029847679572498197,-0.09029890109399741,0.008950979224475297,0.014745660530873117,0.03414630978047484,0.06410934989714878
KOIPMCIndex120,2981.0,0.014615486653770906,0.029847679572498197,-0.09029890109399741,0.008950979224475297,0.014745660530873117,0.03414630978047484,0.06410934989714878
KOHCTTLIndex260,2981.0,0.009214923351846637,0.026571813553671164,-0.05145999444355809,-0.014038940124200039,0.012481215537115453,0.03220654229859843,0.06396164738588617
KOHCTTLIndex120,2981.0,0.009214923351846637,0.026571813553671164,-0.05145999444355809,-0.014038940124200039,0.012481215537115453,0.03220654229859843,0.06396164738588617
SKLISVCIIndex260,2981.0,0.021728135458889113,0.013700953397013993,-0.014627411105120558,0.01323049046318836,0.01887814361985285,0.027702161872919184,0.05875285886217352
SKLISVCIIndex120,2981.0,0.021728135458889113,0.013700953397013993,-0.014627411105120558,0.01323049046318836,0.01887814361985285,0.027702161872919184,0.05875285886217352
IPIndex260,2981.0,0.0031468699421421313,0.0388507498562813,-0.14314931336549197,-0.005612996303214324,0.014703767909149512,0.023546525203197,0.058292913072382824
IPIndex120,2981.0,0.0031468699421421313,0.0388507498562813,-0.14314931336549197,-0.005612996303214324,0.014703767909149512,0.023546525203197,0.058292913072382824
KOWDRIndex260,2981.0,-0.0023513556848306773,0.021154337352140368,-0.04649653523450992,-0.017372939053212466,-0.005132169225082528,0.010010299166852477,0.05719977881091731
KOWDRIndex120,2981.0,-0.0023513556848306773,0.021154337352140368,-0.04649653523450992,-0.017372939053212466,-0.005132169225082528,0.010010299166852477,0.05719977881091731
KOCLLNSIndex120,2981.0,0.015027454857812974,0.014353181944339181,-0.009125058461947333,0.003998620559682031,0.012529610021107196,0.024969228785811204,0.056653635695720794
KOCLLNSIndex260,2981.0,0.015027454857812974,0.014353181944339181,-0.009125058461947333,0.003998620559682031,0.012529610021107196,0.024969228785811204,0.056653635695720794
KOEAEPRIndex120,2981.0,0.0009500110348387186,0.02641788286262104,-0.06239342914295065,-0.018826652735548066,0.003551748431425139,0.0195013682340619,0.05662077174704461
KOEAEPRIndex260,2981.0,0.0009500110348387186,0.02641788286262104,-0.06239342914295065,-0.018826652735548066,0.003551748431425139,0.0195013682340619,0.05662077174704461
PIDSPINXIndex260,2981.0,0.013225955878787797,0.023662188503688498,-0.06449908808106564,0.0017096930216613515,0.02050430062359787,0.030530734093073164,0.05658453592758228
PIDSPINXIndex120,2981.0,0.013225955878787797,0.023662188503688498,-0.06449908808106564,0.0017096930216613515,0.02050430062359787,0.030530734093073164,0.05658453592758228
MPMIJPSAIndex260,2981.0,0.0010797183958542887,0.011058003475828903,-0.043399661656069455,0.0,0.0,0.0,0.05510554883967078
MPMIJPSAIndex120,2981.0,0.0010797183958542887,0.011058003475828903,-0.043399661656069455,0.0,0.0,0.0,0.05510554883967078
MGT2REIndex260,2981.0,-0.0011303169807312813,0.02139996516517683,-0.10144877660054474,-0.008188783241714015,0.001022324954910836,0.01010989628119563,0.05253954291706353
MGT2REIndex120,2981.0,-0.0011303169807312813,0.02139996516517683,-0.10144877660054474,-0.008188783241714015,0.001022324954910836,0.01010989628119563,0.05253954291706353
MPMIKRMAIndex260,2981.0,0.0017321627873305022,0.009848266045860697,-0.051898964563915406,0.0,0.0,0.0,0.04971088358653741
MPMIKRMAIndex120,2981.0,0.0017321627873305022,0.009848266045860697,-0.051898964563915406,0.0,0.0,0.0,0.04971088358653741
KOCPIIndex120,2981.0,0.01550986101695642,0.010196259597867718,-0.0028835990529909594,0.00785246744600876,0.013972421286057468,0.020648978053598555,0.048661539822480115
KOCPIIndex260,2981.0,0.01550986101695642,0.010196259597867718,-0.0028835990529909594,0.00785246744600876,0.013972421286057468,0.020648978053598555,0.048661539822480115
MTSLRL$Index120,2981.0,0.008380321778731404,0.033618142292470295,-0.12080269420666667,0.008868613457689634,0.017012880737485858,0.024336696215895515,0.048468099280979615
MTSLRL$Index260,2981.0,0.008380321778731404,0.033618142292470295,-0.12080269420666667,0.008868613457689634,0.017012880737485858,0.024336696215895515,0.048468099280979615
OEUSKLARIndex120,2981.0,0.011717717279259878,0.01741760695343674,-0.05259436310622423,0.007794002292932589,0.015318777185735932,0.02063585568584525,0.047691111052484025
OEUSKLARIndex260,2981.0,0.011717717279259878,0.01741760695343674,-0.05259436310622423,0.007794002292932589,0.015318777185735932,0.02063585568584525,0.047691111052484025
SKLICIIndex120,2981.0,0.022782075474341936,0.011628214994554917,-0.018816566445682525,0.016690291098857557,0.023658210437845995,0.029311796428158843,0.04542823819257258
SKLICIIndex260,2981.0,0.022782075474341936,0.011628214994554917,-0.018816566445682525,0.016690291098857557,0.023658210437845995,0.029311796428158843,0.04542823819257258
SKCITTLIndex120,2981.0,0.015678515549329697,0.007958469030868236,0.00278164954758342,0.010545137140748118,0.013275315527721432,0.01808990738509131,0.04365577560810063
SKCITTLIndex260,2981.0,0.015678515549329697,0.007958469030868236,0.00278164954758342,0.010545137140748118,0.013275315527721432,0.01808990738509131,0.04365577560810063
GDPCUR$Index260,2981.0,0.023159544079114962,0.015025813041931355,-0.03437518347782387,0.020823422953284876,0.027159399657726624,0.03148318153944807,0.042551094153530755
GDPCUR$Index120,2981.0,0.023159544079114962,0.015025813041931355,-0.03437518347782387,0.020823422953284876,0.027159399657726624,0.03148318153944807,0.042551094153530755
MPMIJPCAIndex260,2981.0,0.0009274660624948051,0.007698321089629708,-0.028503073143846702,0.0,0.0,0.0,0.04012039803353895
MPMIJPCAIndex120,2981.0,0.0009274660624948051,0.007698321089629708,-0.028503073143846702,0.0,0.0,0.0,0.04012039803353895
SKLILCIndex260,2981.0,0.024535113204575545,0.00742636460726562,-0.00236692086321888,0.022186748249296784,0.02488941571987624,0.02894123861193343,0.038703037721528055
SKLILCIndex120,2981.0,0.024535113204575545,0.00742636460726562,-0.00236692086321888,0.022186748249296784,0.02488941571987624,0.02894123861193343,0.038703037721528055
MPMIUSSAIndex120,2981.0,0.00028252588197676153,0.00753434423768052,-0.03653201097733616,0.0,0.0,0.0,0.03864149969995889
MPMIUSSAIndex260,2981.0,0.00028252588197676153,0.00753434423768052,-0.03653201097733616,0.0,0.0,0.0,0.03864149969995889
MPMIJPMAIndex120,2981.0,0.0023433901539139145,0.007933537484074108,-0.02381218511121075,0.0,0.0,0.0,0.03759437734765747
MPMIJPMAIndex260,2981.0,0.0023433901539139145,0.007933537484074108,-0.02381218511121075,0.0,0.0,0.0,0.03759437734765747
MPMIUSCAIndex120,2981.0,0.0002446115529668982,0.007295964483595319,-0.03493176957780619,0.0,0.0,0.0,0.03738025127531497
MPMIUSCAIndex260,2981.0,0.0002446115529668982,0.007295964483595319,-0.03493176957780619,0.0,0.0,0.0,0.03738025127531497
LEIAVGWIndex260,2981.0,0.0012943093364526817,0.011934217440247957,-0.041281614626112795,-0.002699544469430215,0.0021447818088828896,0.005923714120148027,0.03419859812998638
LEIAVGWIndex120,2981.0,0.0012943093364526817,0.011934217440247957,-0.041281614626112795,-0.002699544469430215,0.0021447818088828896,0.005923714120148027,0.03419859812998638
AGWHTOTLIndex120,2981.0,0.005951678240497999,0.019746235113994134,-0.0664524577010539,0.007447366360337604,0.012923316251881367,0.01624316641088175,0.026700147842606547
AGWHTOTLIndex260,2981.0,0.005951678240497999,0.019746235113994134,-0.0664524577010539,0.007447366360337604,0.012923316251881367,0.01624316641088175,0.026700147842606547
SKLIEMPPIndex120,2981.0,0.010610651686349306,0.006692976069868856,-0.010087106626869513,0.007628255581638044,0.011479975612278537,0.014950413312314836,0.02477034241620224
SKLIEMPPIndex260,2981.0,0.010610651686349306,0.006692976069868856,-0.010087106626869513,0.007628255581638044,0.011479975612278537,0.014950413312314836,0.02477034241620224
SKLINEIndex120,2981.0,0.008852874284320245,0.006205422227497261,-0.009077633779162042,0.0054872985983251965,0.009022858966803327,0.013013434434204996,0.022831881710065005
SKLINEIndex260,2981.0,0.008852874284320245,0.006205422227497261,-0.009077633779162042,0.0054872985983251965,0.009022858966803327,0.013013434434204996,0.022831881710065005
flash_price,2981.0,0.0021312713588695475,0.0035800379053578164,0.00014457963065050235,0.0002330045467662212,0.0006041504989345198,0.0020367181436269665,0.02148732695081993
USEMTOTIndex120,2981.0,0.004446634393108861,0.012259523985982524,-0.035185327472360584,0.0018895764562980588,0.008417881239264347,0.012299953258709806,0.019480414065725427
USEMTOTIndex260,2981.0,0.004446634393108861,0.012259523985982524,-0.035185327472360584,0.0018895764562980588,0.008417881239264347,0.012299953258709806,0.019480414065725427
NFPTIndex120,2981.0,0.00507860298367592,0.013778021902398557,-0.041773241598237476,0.004480367674082331,0.010821163831989722,0.012420710173008942,0.016516648638480902
NFPTIndex260,2981.0,0.00507860298367592,0.013778021902398557,-0.041773241598237476,0.004480367674082331,0.010821163831989722,0.012420710173008942,0.016516648638480902
USWHTOTIndex260,2981.0,-0.00018448644610266195,0.00535814522227859,-0.019743495371870257,-0.002916118101944587,0.0003196364392228368,0.0029889404278748977,0.013386515143094524
USWHTOTIndex120,2981.0,-0.00018448644610266195,0.00535814522227859,-0.019743495371870257,-0.002916118101944587,0.0003196364392228368,0.0029889404278748977,0.013386515143094524
AWHTOTLIndex120,2981.0,0.00034694442766614476,0.004885082132786636,-0.01614123146089108,-0.0017888940985750779,0.0006336449421273649,0.0031803341386327233,0.012388918659922865
AWHTOTLIndex260,2981.0,0.00034694442766614476,0.004885082132786636,-0.01614123146089108,-0.0017888940985750779,0.0006336449421273649,0.0031803341386327233,0.012388918659922865
USERTOTIndex260,2981.0,-0.002598020786666316,0.011517071013305815,-0.03952848595135716,-0.004226661173567514,0.0013805647477509453,0.004189275388235991,0.011914467123235184
USERTOTIndex120,2981.0,-0.002598020786666316,0.011517071013305815,-0.03952848595135716,-0.004226661173567514,0.0013805647477509453,0.004189275388235991,0.011914467123235184
KOHSTRIndex260,2981.0,0.0023670969374207135,0.002948959952532921,-0.005581390868903746,0.0007672823229567527,0.002467435528145323,0.004045499001529507,0.007922865319841321
KOHSTRIndex120,2981.0,0.0023670969374207135,0.002948959952532921,-0.005581390868903746,0.0007672823229567527,0.002467435528145323,0.004045499001529507,0.007922865319841321
ssd_price,2981.0,0.0005509776491869129,0.0002147505248722936,0.00013544861735446668,0.00029601257516281387,0.0007185939999999999,0.0007185939999999999,0.0007185939999999999
EHCAUSIndex,2981.0,-3.0522723441107984,1.186238693744288,-5.94152122461275,-3.318872898057738,-2.637807709795773,-2.223045423309486,-1.9003050734034723
USTBTOTIndex,2981.0,-45.44178051534968,8.82121030332271,-67.89261873341701,-48.93666522127459,-43.60128106450908,-40.21605659638986,-24.74035290095021
USCABALIndex,2981.0,-118.51837145305893,33.76560663736642,-216.8049395657562,-116.71821363485746,-106.99117286538399,-99.11950600705143,-75.57290893223002
