,count,mean,std,min,25%,50%,75%,max
KOMSM1YIndex,2981.0,8.35558603117441,7.780130949015536,-13.521166972884053,4.907780708342385,9.513596112887862,12.611719699015937,21.545993093041314
KOMSM1FYIndex,2981.0,9.388749133993793,5.842342936033959,-3.148589620271138,5.324660572928074,9.478422318045872,12.611719699015937,21.545993093041314
USTBEXPYIndex,2981.0,5.404782847140333,9.674261406852036,-21.228474098655116,0.9677954799666462,5.2919103550872135,14.29777737587856,20.81910331837877
KOLPIYIndex,2981.0,-0.24314689858307306,6.184605643606418,-7.9,-4.886897234945851,-0.5228117690625498,2.9021961523710837,20.4168371074731
PCEDEFYIndex260,2981.0,-0.02991296017709844,2.2585638698699517,-19.46689301540301,-0.26130420030783497,0.021084223709384342,0.27194072152505977,19.531546010977735
PCEDEFYIndex120,2981.0,-0.02991296017709844,2.2585638698699517,-19.46689301540301,-0.26130420030783497,0.021084223709384342,0.27194072152505977,19.531546010977735
JNVNIYOYIndex,2981.0,-0.4544639283887416,9.967455130098507,-25.719512564253733,-5.896074468523026,2.4381403243272572,5.481603860366983,18.885122624110227
SAARTOTLIndex,2981.0,14.930055691161622,2.455511362115749,8.961359607246624,13.07,15.669154373089087,16.873655546246127,18.670413059209487
KOPIIYIndex,2981.0,5.29248647547733,7.275138880913466,-17.07954105401103,2.624843753383441,5.4881047114360335,9.690491396694167,18.353150499777716
KOULMGFYIndex,2981.0,6.366213526353184,7.9457957742957035,-12.544359910786063,2.253139775683002,5.252116881516502,11.901932228088524,18.0
JNVNYOYSIndex,2981.0,-0.34882622738861035,9.65216982608346,-25.34896710236694,-5.409846202037948,2.829953586626434,5.283590354000989,17.868475953565195
KOBLTHMYIndex,2981.0,10.213951593444294,2.362759209101539,5.97411175927529,9.5,9.5,9.5,17.867185192042893
g32,2981.0,12.444195655929379,4.041804017805265,3.3243912694905444,8.595828003662746,15.5,15.5,17.52871807807205
KOSVTOTMIndex260,2981.0,0.11874491684453337,2.7209678255907273,-18.140487345312675,-0.5482705969121431,0.034879246807215214,0.5920146504928693,17.428174085978192
KOSVTOTMIndex120,2981.0,0.11874491684453337,2.7209678255907273,-18.140487345312675,-0.5482705969121431,0.034879246807215214,0.5920146504928693,17.428174085978192
USUDMAERIndex,2981.0,12.079807675032306,3.1986344986744273,7.3923572574881184,9.100925545810073,11.55475734065623,15.136719877397839,17.14414490217489
JPY_KRW_close,2981.0,11.196495739684671,2.142063664462231,7.4562,9.7068,10.4918,13.2788,16.3099
KOMSM2YIndex,2981.0,7.878284354191551,2.9649222935755732,2.9243369153388628,5.355264880804591,7.336146078285557,9.7,15.8
CNPPIYIndex,2981.0,2.07077213696267,6.661233994408701,-11.716711287400233,-2.9178683390337596,3.4066996217704806,7.892341756666197,15.597043164262322
KOECGCSYIndex,2981.0,0.9353135703934868,4.858701087484665,-19.617130369338593,-0.8782430393100638,1.1352536482436675,3.720136015632531,15.159971057591415
GDPNTTLYIndex,2981.0,9.134454310152131,2.3910091805232923,6.698775736223889,7.026419088880986,8.405322062236655,10.35718276888151,15.072555265002642
CNGDPYOYIndex,2981.0,8.871534485195186,2.387675758067597,6.325856445972756,6.828287114080287,7.791574983346565,10.207735550331778,15.000889838769021
KOMSLYIndex,2981.0,8.783445490819219,1.8503198342769547,5.858428678299469,7.304916251303107,8.416173584382626,10.0099247809697,14.833473146516079
SAARDTOTIndex,2981.0,11.551122232557393,2.03027614610167,6.388916834864866,10.034100801618067,12.205809977251683,13.286785861494987,14.481779801878025
avg,2981.0,6.061017215117007,2.8013292860893757,0.8199592002242955,4.1325,4.1325,7.568,14.175000829157828
COSTNFR%Index,2981.0,1.2076389653954849,4.450142498885438,-13.451126741471539,-1.5739588002306384,1.3109614768497053,3.5409132714469305,13.202667533035253
KOMSM3YIndex,2981.0,8.113326732257136,1.827386575033819,4.097756312131577,6.738249373887763,7.81885906996588,9.09026778964964,13.101554867925996
KOCGCGYIndex,2981.0,3.382595935742336,3.335058020469369,-5.872313125173326,1.3113833493121685,3.3254249238960796,5.492449238352461,13.073624330580785
KOPPIYOYIndex,2981.0,1.4284257637833548,3.7531559840284165,-4.723474790331436,-1.219494739295131,1.1449183167157542,3.6143977368085562,12.774771403058192
KOHPTYOYIndex,2981.0,3.0364531213264745,2.8820212430251853,-1.1002367677823086,1.3134272696039286,2.251857055047161,4.3,12.222841151208897
LEILCIIndex,2981.0,0.18739458990796076,2.1510399985740594,-2.2210481180493136,-1.0012250395573177,-0.46697734354814124,0.22624093695650271,12.212821849607023
PIDSDPSIndex,2981.0,6.542292573172067,1.4809666704688391,3.060484388591286,5.943852164093026,6.8622552524339735,7.48746371629186,12.156134032978171
KOGNICUYIndex,2981.0,5.624909476261689,2.2316481618357207,1.5327066617005114,3.9953283919713196,5.296255502499571,6.813877810889082,12.034411705063288
KOHHLYIndex,2981.0,8.470215526294574,2.0373179369856587,5.161302772758909,6.4997631542799335,8.274777872978694,10.457282493742563,11.847249866599661
KOHHDYIndex,2981.0,8.520849425592068,2.1204010946698912,5.065509588935458,6.336975984912923,8.723641825080874,10.5219962288838,11.84663061784788
KOGCGDPYIndex,2981.0,5.522040785983598,2.115952364039458,1.372191789292158,4.162679530376947,4.9586087262041065,6.980592805527467,11.175510320275771
TMNOCHNGIndex,2981.0,0.15596630702524322,2.301895242983114,-10.15791272114156,-1.1071862605766063,0.2804263044535211,1.590618865515154,11.036319632306125
KOECSIMQIndex,2981.0,1.3344215531198147,4.056633363709206,-16.832323665880825,-0.2538093707307021,1.120896195635588,3.4158241465136565,10.898456665654495
KOECSEMQIndex,2981.0,1.390920614281467,2.468030624008024,-4.500126289335135,-0.05998955899168806,1.1330414868190601,2.5465509184294874,10.701034753189225
KOIMPTIMIndex,2981.0,0.19790199598395575,2.4623039784612026,-8.409170192726771,-1.1911435388811946,0.06739625446068247,1.6024864744706693,10.68
OEKRKLAPIndex,2981.0,3.4241806302950706,2.1229510771997093,-0.9159596600451206,2.0094016369112793,3.4163367571812477,4.037018118939279,10.53187446567166
CHEFTYOYIndex,2981.0,1.1771611527717196,4.720712838554556,-8.209652274230466,-2.569410399477081,2.0114584726201716,5.479772265140622,10.224288881049997
KOGNICNYIndex,2981.0,3.7588055420791893,2.4822811593086995,-4.3160054331857225,2.6326733515010834,3.8202411315605955,5.251610883384848,10.202750875685739
KOSVTOTYIndex,2981.0,2.9547041862957686,2.072461734460361,-1.852920765463932,1.6753584801363448,2.537483766832901,4.002979407315275,10.034752395278561
USURTOTIndex,2981.0,6.54953244352822,1.9719989684304082,3.7926704163952527,4.726150235109066,6.08468040723833,8.29390418185868,10.000487406189706
LEIYOYIndex,2981.0,0.6571369974649279,6.768466974221481,-20.109746130751056,-1.0817096604337884,2.650406934183434,5.309665164413759,9.588255976491663
KOHEUINYIndex,2981.0,3.733115132536167,2.823865460082393,-3.2812312538809425,1.923357104418057,3.4393609365806124,5.8403966605417885,9.37193130110517
MBRXYOYWIndex,2981.0,1.762087153278767,2.7114358711134687,-7.701010310111738,0.4,1.5628002711010396,3.667854020282667,9.109927205961505
KOEAEMPYIndex120,2981.0,-0.032184479113082774,0.9572692930965825,-9.709671343844883,-0.303109967682217,-0.059311295655564034,0.18403195365581093,9.072101884921732
KOEAEMPYIndex260,2981.0,-0.032184479113082774,0.9572692930965825,-9.709671343844883,-0.303109967682217,-0.059311295655564034,0.18403195365581093,9.072101884921732
KOGFTEXPIndex120,2981.0,0.07181765466724106,1.2719267702245944,-8.203030941967013,-0.48942913195290316,-0.2967455443757334,0.9432627669791014,8.981699807546573
KOGFTEXPIndex260,2981.0,0.07181765466724106,1.2719267702245944,-8.203030941967013,-0.48942913195290316,-0.2967455443757334,0.9432627669791014,8.981699807546573
g16,2981.0,6.308041418722329,2.160137711194782,2.042448728156173,4.099857722459611,7.7993644543622285,8.2,8.929638884769481
KOIPMCYIndex,2981.0,2.2711916617776247,3.8441894294029084,-10.47137403340635,1.4345268602399344,2.0115943168950046,4.594029736816317,8.702912227392115
PITLYOYIndex,2981.0,3.884959460211276,2.7466218194814926,-5.74249504804795,2.7673438402204718,4.759993806815728,5.677140370321677,8.561572162996328
KOEXPTIMIndex,2981.0,0.038091438821855624,2.047265790056899,-6.768240898401038,-1.1981905011227965,0.09003185886520851,0.9951253316170345,8.522818978944905
IPYOYIndex,2981.0,0.5775697260676517,4.829912507169446,-15.436269611367944,-1.1946116292527835,2.3095074433864338,3.2019774739362403,8.507656878329694
PRODNFR%Index,2981.0,1.3987350990988252,2.3641298375965563,-3.8008638162090316,0.07978775669251716,1.4131675757984445,2.4956760689359814,8.503457160256783
KOIPOPSMIndex,2981.0,0.0770458299877942,2.2723254244055684,-13.390176384697487,-1.0763124512218716,0.09148854537523586,1.2965695742583054,8.497547289801055
RSTAXYOYIndex,2981.0,2.999524277304136,3.57752148589631,-9.013284402845745,2.2656035853184324,3.5238642604713974,5.051955105894985,8.311189381090774
KOECGVTYIndex,2981.0,4.863526348419843,1.4200954831793449,1.6984738690773815,4.073598657279627,4.6984555918694415,5.579067234126085,8.300848823252544
RSTAYOYIndex,2981.0,2.945077132920199,4.251888717842551,-11.563442192384576,2.509846260911652,3.803954188232044,5.03909111039114,8.247642029395081
KOHCTYOYIndex,2981.0,1.4282094586087386,3.3941523447170847,-5.100106371162952,-1.6198631408336006,2.0551685937115054,4.374863183544571,8.247359439025583
KOGDPYOYIndex,2981.0,3.4724913281803054,1.968705843479675,-2.3559388248677036,2.5811429365831646,3.1828399866739945,4.734508365287645,8.048235922830733
SKLILYIndex,2981.0,3.840372198657785,1.413826265673068,0.3858483868136069,3.054937047361856,3.8777463395291587,4.610859856337722,8.010412386387586
KOIPMSMIndex,2981.0,0.3516852050314137,2.2240550955374436,-13.289108003250421,-0.7848779086721791,0.2812852832675448,1.588951456042785,7.619057794142887
KOHOINCYIndex,2981.0,3.7123752195733903,2.3398775229175577,-1.0506888045634097,1.7365622906895963,3.520327688741733,6.12147386517143,7.615731925490693
EHCAKRYIndex,2981.0,3.5462633896956013,2.292579298179121,-0.07689468760018614,1.3431510932354618,3.5926287067435894,5.582087960612932,7.282691687361937
KOIPIMOMIndex,2981.0,0.34583106745893755,2.1096652496531596,-12.90745810734698,-0.7317503789885664,0.31025200217801063,1.4985797883563567,7.135432321965776
SKLICPYIndex,2981.0,3.2140197941715107,1.4346983358851806,1.4882896269147698,1.8060967862549226,2.8542591904440062,3.7000758139263072,7.107402548946801
KOECPRCYIndex,2981.0,2.621890497402755,1.9470684338831665,-4.440679341808396,1.7397676892370597,2.6619286203124517,3.611935111090088,6.936311255349015
KOECFCOYIndex,2981.0,3.1062214563171473,1.5573933597321168,-2.147194385997334,2.250805087990575,3.0249833798143997,3.9381515420431743,6.504176545709525
GDPCQOQIndex,2981.0,1.6672990425148597,2.3331151063738393,-8.426160692415905,0.8170608961906802,2.16308599178588,3.006399394989794,6.404318191929206
GVSK10YRIndex,2981.0,3.733735012552766,1.2984735855209002,1.355,2.5469999999999997,3.64,4.96,6.247321316854057
GPGSTOC%Index,2981.0,0.4784601718832091,2.5021260339055345,-5.638326167951824,-1.2840097469963587,0.819125583518661,2.4565163134935912,6.177049336928747
KWCDCCurncy,2981.0,2.9469994099149828,1.3084809535026587,1.3399987551640187,1.66,2.66,3.55,6.17
KRBO3MIndex,2981.0,2.9291845831734276,1.3160724184376351,1.2699942655347054,1.68,2.66,3.547139600405395,6.14
OEUSKLAPIndex,2981.0,1.7039134514575929,2.1757703842756633,-5.661034545210206,1.1301,2.2025345515766643,2.8367351690701614,6.111086811655077
GDPCURYIndex,2981.0,3.393080489556964,1.98687973394453,-3.371250436611269,2.9509793320158453,3.9052332003657684,4.587567134083404,6.094133515720979
KOCPIYOYIndex,2981.0,2.2513314563852025,1.2574120094045975,0.33900756136820515,1.2350674038178675,2.057989300681338,3.0519638753801708,5.902445327124453
KOCGCGSMIndex,2981.0,0.3110401086039726,1.6216870436491897,-7.211374954080079,-0.7347924838358127,0.3410993754152018,1.296660444819775,5.647456875875503
CPIYOYIndex,2981.0,1.860193219589849,1.3755515431019356,-2.101095654603141,1.1215376416326481,1.8668946081610407,2.63151666573435,5.6169819903243905
SKCIYOYIndex,2981.0,2.2691243576174323,1.0008220942488724,0.8946967688882864,1.596717899871974,2.015492392396958,2.5591494187664527,5.603836932218696
KORP7DIndex,2981.0,2.64652175544604,1.2005262049257626,1.2420853538998624,1.5,2.499999999999999,3.25,5.260341176324336
USGG10YRIndex,2981.0,2.83208147453879,0.9189046662413353,1.3401462703613956,2.1251041026472377,2.617435368971183,3.4679,5.2212
USGG3MIndex,2981.0,0.8787968412862778,1.4770268825640709,-0.040999999999999995,0.039679470682438045,0.1379,1.059846722316654,5.191811319845001
g8,2981.0,3.2752732878691364,0.7545547255705354,1.4123121493415967,2.85,3.75,3.75,4.968460205094333
GDPCTOT%Index,2981.0,1.8790797570610782,1.7675409324748628,-4.164644549331158,0.9615097322418272,2.2636394159297835,3.0500873783656552,4.923066617614925
JOLTOPENIndex,2981.0,3.1055007983398304,0.7345420907155573,1.6946266845825522,2.604296795193232,3.031848543920046,3.732466947285532,4.800262993510357
KOEAUERSIndex,2981.0,3.4679456799188464,0.2752847496893925,2.9842561429319017,3.223003946679858,3.499172053826564,3.664499134757877,4.713802129128738
OEKRKLAPIndex120,2981.0,-0.04735997360900743,1.0225749232527392,-3.9891496377994935,-0.34938784584259974,-0.08113332175517152,0.2277194961320934,4.641264958793533
