,date,SPXIndex,MSRUITIndex,MSRUMATIndex,MXWO0ITIndex,MXWO0MTIndex,MXUS0ITIndex,MXEF0ITIndex,MXEF0MTIndex,CL1Comdty,LMAHDS03Comdty,LMCADS03Comdty,XAUCurncy,LMNIDS03Comdty,CCMPIndex,NKYIndex,CINDIndex,IXKIndex,XCIIndex,SOXIndex,MSERIndex,NMDPIndex,SZCOMPIndex,KOSPIIndex,FDTRIndex,GDPCQOQIndex,GDPCYOYIndex,GDPCTOT%Index,GPDITOC%Index,GPGSTOC%Index,RGCDCIPIIndex,GDPCUR$Index,GDPCURYIndex,GDPPIQQIndex,GDPCPCECIndex,CPIYOYIndex,CPIXYOYIndex,PCEDEFYIndex,PCECYOYIndex,CPICHNGIndex,CPUPXCHGIndex,FDIDFDMOIndex,FDIDSGMOIndex,FDIUFDYOIndex,FDIUSGYOIndex,USURTOTIndex,USUDMAERIndex,INJCJCIndex,INJCSPIndex,NFPTCHIndex,NFPPCHIndex,USMMMNCHIndex,AWHTOTLIndex,USWHTOTIndex,USEMTOTIndex,USEMNCHGIndex,USERTOTIndex,EMDINP1MIndex,JOLTOPENIndex,JOLTHIRSIndex,JOLTSEPSIndex,CHALYOY%Index,ADPCHNGIndex,USHEYOYIndex,USHETOT%Index,ECIYOYIndex,COSTNFR%Index,PRODNFR%Index,IPYOYIndex,IPCHNGIndex,CPTICHNGIndex,TMNOCHNGIndex,DGNOYOYIndex,DGNOCHNGIndex,MTIBCHNGIndex,MWINCHNGIndex,MGT2TBIndex,MGT2MAIndex,MGT2WHIndex,MGT2WHDUIndex,MGT2REIndex,IPIndex,MTSLRL$Index,AGWHTOTLIndex,NFPTIndex,PIDSPINXIndex,NAPMPMIIndex,NAPMNMIIndex,NAPMPRICIndex,MPMIUSCAIndex,MPMIUSMAIndex,MPMIUSSAIndex,CFNAIIndex,CFNAIMA3Index,OUTFGAFIndex,EMPRGBCIIndex,RCHSINDXIndex,CHPMINDXIndex,MAPMINDXIndex,OEUSKLARIndex,OEUSKLAPIndex,LEITOTLIndex,LEIYOYIndex,LEICHNGIndex,LEIAVGWIndex,LEIWKIJIndex,LEINWCNIndex,NAPMNEWOIndex,LEIMNOIndex,LEIBPIndex,LEISTKPIndex,LEILCIIndex,LEIIRTEIndex,LEIACEIndex,RSTAMOMIndex,RSTAXMOMIndex,RSTAYOYIndex,RSTAXYOYIndex,MBRXYOYWIndex,SAARTOTLIndex,SAARDTOTIndex,CONCCONFIndex,CONSSENTIndex,COMFBTWRIndex,PITLYOYIndex,PITLCHNGIndex,PCECHY%Index,PCECHNCIndex,PIDSDPSIndex,CICRTOTIndex,EHCAUSIndex,USCABALIndex,USTBTOTIndex,USTBEXPIndex,USTBIMPIndex,USTBEXPYIndex,USTBIMPYIndex,IMP1YOY%Index,IMP1CHNGIndex,FRNTTOTLIndex,FRNTTNETIndex,USGG3MIndex,USGG10YRIndex,USTW$Index,JNVNYOYSIndex,JNVNIYOYIndex,MPMIJPCAIndex,MPMIJPMAIndex,MPMIJPSAIndex,CNGDPYOYIndex,GDPNTTLYIndex,CHEFTYOYIndex,CNPPIYIndex,CPMINDXIndex,CPMINORDIndex,CPMINEXOIndex,CNCILIIndex,CNFREXPYIndex,CNFRIMPYIndex,KOGDPYOYIndex,KOGDPQOQIndex,KOECPRCYIndex,KOECGCPYIndex,KOECGVTYIndex,KOECEXPYIndex,KOECIMPYIndex,KOECSPRQIndex,KOECGCSYIndex,KOECSGVQIndex,KOECSEMQIndex,KOECSIMQIndex,KOECFCOYIndex,KOECFCSYIndex,OEKRN022Index,KOGNICNYIndex,KOGNICUYIndex,KOGCGDPYIndex,KOGCSTOQIndex,KODFTOTYIndex,KOCPIIndex,KOCPIYOYIndex,KOCPIMOMIndex,SKCITTLIndex,SKCIYOYIndex,SKCIMOMIndex,KOCLLNSIndex,KOPPIIndex,KOPPIYOYIndex,KOPPIMOMIndex,KOEAUERSIndex,KOEAEMPYIndex,KOUETTYIndex,KOEAPYIndex,KOEAEPRIndex,KOQEEYOYIndex,KOWDRIndex,KOULMGFIndex,KOULMGFYIndex,KOLPIIndex,KOLPIYIndex,SKLIOTARIndex,KOIPISAIndex,KOIPIYIndex,KOIPIMOMIndex,KOIPMSIndex,KOIPMYIndex,KOIPMSMIndex,KOPSIYIndex,KOPIIYIndex,KOIPMCIndex,KOIPMCYIndex,KOIPOPSMIndex,KOIVCPEYIndex,KOIVCCYIndex,KOIVCONYIndex,KOCGCGYIndex,KOCGCGSMIndex,KOSVTOTYIndex,KOSVTOTMIndex,KOVMPRODIndex,KOBSMCIndex,KOBSNMCIndex,SKBSICIndex,SKBSICSAIndex,MPMIKRMAIndex,OEKRKLARIndex,OEKRKLAPIndex,SKLILIIndex,SKLILYIndex,SKLILCIndex,SKLICIIndex,SKLIINVCIndex,SKLICONEIndex,SKLIMORDIndex,SKLICONTIndex,SKLINBARIndex,SKLISPRCIndex,SKLIINTRIndex,SKLIIPALIndex,SKLICNSTIndex,SKLISVCIIndex,SKLIWNRSIndex,SKLISHPPIndex,SKLIIMPTIndex,SKLIEMPPIndex,SKLILAPIndex,SKLILAIIndex,SKLINEIndex,SKLICPYIndex,KOBONTLIndex,KOHSTRIndex,KOHPTTLIndex,KOHPTYOYIndex,KOHCTTLIndex,KOHCTYOYIndex,KOBLTHMLIndex,KOBLTHMYIndex,KOUHTTLIndex,KORSTIndex,KORSTYIndex,KODSDEPTIndex,KODSDISCIndex,KOVMTOTSIndex,KOVMDOMSIndex,KOVMEXPSIndex,KOCCCSIIndex,KOHOINCIndex,KOHOINCYIndex,KOHEUINYIndex,KOHHDIndex,KOHHDYIndex,KOHHLIndex,KOHHLYIndex,EOKOS002Index,KOBPCBIndex,EHCAKRYIndex,KOBPFINIndex,KOBPCAIndex,KODIBALIndex,KOBPTBIndex,KOTRBALIndex,KOEXTOTIndex,KOIMTOTIndex,KOEXTOTYIndex,KOIMTOTYIndex,KOEXPTIIndex,KOEXPTIYIndex,KOEXPTIMIndex,KOIMPTIIndex,KOIMPTIYIndex,KOIMPTIMIndex,KOFDITIndex,KOFDITYIndex,KOELTOTIndex,KOGFBALIndex,KOGFTEXPIndex,KOGFTRIndex,G7BBKOREIndex,GDDBSOKOIndex,KOMSMBYIndex,KOMSM1YIndex,KOMSM2YIndex,KOMSM3YIndex,KOMSLYIndex,KOMSM1FYIndex,KOFETOTIndex,KOFETOT%Index,KORP7DIndex,KOCICOBAIndex,KOCICONFIndex,KRBO3MIndex,KWCDCCurncy,GVSK10YRIndex,Amazon_close,AMD_close,APPLE_close,AppliedMaterials_close,Aspeed_close,Dell_close,EUR_KRW_close,Facebook_close,Google_close,HPE_close,Intel_close,ISECloudComputingIndex_close,JPY_KRW_close,KOSPI200_close,KRXsemiconductor_close,LamResearch_close,MediaTek_close,Micron_close,Microsoft_close,Nuvoton_close,Nvidia_close,Philadelphia_close,QCOM_close,SamsungElectronics_close,ShinEtsuChemical_close,Siltronic_close,SKhynix_close,Sumco_close,TokyoElectron_close,TSMC_close,UMC_close,USDollarIndex_close,USD_KRW_close,per,pbr,psr,memory_price,g2,g4,g8,g16,g32,g64,g128,avg,avg_four,ssd_price,flash_price,option_bit,future_bit
966,2008.8.25,1266.84,76.549,293.892,85.05,263.68,82.81,188.22,542.18,115.11,,,821.95,,2365.59,12878.66,1900,1086.72,829.37,360.5,990.86,962.17,673.449,1502.11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.353,3.9344,70.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.52,5.525,6.02,82.45,5.93,24.65,18.08,,,1587.05,,240.98,,22.97,87.83,9.8363,192.99,938.22,37.76,,4.49,27.46,,13.41,360.5,53.88,560000,,,21050,,1700,1.9117,2.36,76.79,1075.75,27.91,1.07,1.12,,,,,,,,,,,,,,
967,2008.8.26,1271.51,77.483,289.8,84.79,262.36,82.49,185.35,535.78,116.27,2768,7580,824.93,20030,2361.97,12778.71,1900.96,1081.21,825.99,356.98,995.21,963.24,646.468,1490.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3938,3.9907,70.2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.53,5.55,5.937,81.25,5.93,24.81,17.96,,,1591.62,,235.52,,23.15,87.53,9.911,191.36,920.56,37.19,,4.24,27.17,,13.09,356.98,53.5,540000,,,20550,,1685,1.8905,2.35,77.25,1086.5,27.25,1.04,1.09,,,,,,,,,,,,,,
968,2008.8.27,1281.66,77.202,294.389,85.28,265.44,83.17,187.46,548.05,118.15,2765,7650,826.9,21000,2382.46,12752.96,1922.94,1090.76,831.87,358.81,995.66,969.57,642.816,1493.92,2,,,,,,,,,,,,,,,,,,,,,,,402,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4549,4.0828,70.4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.55,5.56,5.957,81,6.07,24.95,18.17,,,1596.01,,232.65,,23.41,88.93,9.8987,191.6,904.12,37.19,,4.26,27.13,,13.19,358.81,54.08,530000,,,19800,,1691,1.9031,2.4,77.05,1084.5,26.26,1.01,1.05,,,,,,,,,,,,,,
969,2008.8.28,1300.68,77.88,295.912,85.81,267.35,83.89,185.52,552.69,115.59,2730,7530,834.03,20500,2411.64,12768.25,1951.45,1100.56,839.01,362.83,1012.55,977.81,642.308,1474.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8,6.25,24.82,18.34,,,1594.57,,235.39,,23.59,90.35,9.9123,188.75,882.59,37.35,,4.29,27.6,,13.14,362.83,53.97,521000,,,19200,,1691,1.8948,2.42,77.15,1085,25.46,0.97,1.02,,,,,,,,,,,,,,
970,2008.8.29,1282.83,76.702,297.722,84.37,268.01,81.86,184,550,115.46,2714,7510,831.15,20225,2367.52,13072.87,1928.18,1070.2,816.97,352.82,1015.77,981.39,659.183,1474.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,6.29,24.22,17.78,,,1598.37,,231.39,,22.87,88.92,10.0101,188.96,887.45,36.36,,4.24,27.29,,12.64,352.82,52.65,516000,,,19400,,1697,1.8564,2.33,77.38,1089.25,25.72,0.98,1.03,,,,,,,,,,,,,,
971,2008.8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4242,4.0417,70.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.57,5.58,6.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,2008.8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5369,4.0987,70.6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.58,5.59,5.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,2008.9.1,,76.444,287.913,84.22,262.86,,175.49,536.7,,2705,7305,817.68,19300,,12834.18,,,,,1014.76,981.52,637.507,1414.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5471,4.1165,70.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.59,5.59,5.92,,,,,,,1629.53,,,,,,10.3304,182.13,827.8,,,,,,,,,506000,,,17200,,1690,1.7794,,,1116,22.81,0.87,0.91,,,,,,,,,,,,,,
974,2008.9.2,1277.58,76.524,281.309,83.07,254.94,80.75,172.51,525.18,109.71,2695,7260,805.35,19430,2349.24,12609.47,1911.78,1058.28,806.01,350.37,1030.03,987.33,635.489,1407.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.639,3.9968,71.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.6,5.63,5.895,81.21,6.34,23.74,17.73,,,1642.49,,230.93,,22.58,87.98,10.4079,182.41,814.04,35.9,,4.22,27.06,,12.32,350.37,51.17,517000,,,17200,,1676,1.7001,2.29,78.06,1131.5,22.81,0.87,0.91,,,,,,,,,,,,,,
975,2008.9.3,1274.98,74.214,273.206,81.78,248.57,79.3,172.16,512.83,109.35,2675,7350,801.3,19575,2333.73,12689.59,1904.49,1041.92,796.41,335.54,1016.91,968.03,627.505,1426.89,2,,,,,,,,,,,,,,,,,,,,,,,434,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7205,4.0969,71.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.61,5.63,5.88,80.02,6.15,23.85,17.09,,,1664.37,,230.01,,21.54,87.82,10.6018,184.36,848.59,33.47,,4.32,26.84,,11.66,335.54,49.26,527000,,,19100,,1668,1.7226,2.24,78.09,1148.55,25.33,0.97,1.01,,,,,,,,,,,,,,
976,2008.9.4,1236.83,71.395,263.599,79.34,240.47,76.78,169.98,494.93,107.89,2677,7226,796.45,19205,2259.04,12557.66,1851.48,1006.82,770.47,324.08,987.88,943.64,631.8,1426.43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.02,5.84,23.03,16.75,,,1609.74,,224.92,,20.52,83.98,10.601,183.57,830.8,31.83,,4.17,26.35,,11.5,324.08,48.54,514000,,,17850,,1665,1.6651,2.11,78.61,1130.75,23.67,0.91,0.95,,,,,,,,,,,,,,
977,2008.9.5,1242.31,67.177,252.299,78.63,236.22,76.64,168.46,479.77,106.23,2647,6900,803.5,18600,2255.88,12212.23,1853.51,1002.04,766.9,331.29,962.13,905.44,608.178,1404.38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.08,5.96,22.88,16.64,,,1595.32,,220.25,,20.61,83.8,10.373,180.49,830.3,31.52,,4.36,25.63,,11.67,331.29,47.67,520000,,,17350,,1600,1.6558,2.1,78.93,1117.95,23.01,0.88,0.92,,,,,,,,,,,,,,
978,2008.9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6898,4.0008,71.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.62,5.64,5.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2008.9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7107,4.038,71.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.64,5.66,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,2008.9.8,1267.79,67.393,259.46,79,238.73,77,179.67,487.38,106.34,2650,6950,802.3,18850,2269.76,12624.46,1871.25,998.19,771.22,330.84,991.73,925.76,583.278,1476.65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6799,4.0439,71.6771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.65,5.67,5.885,78.85,6.07,22.56,16.9,,,1527.27,,208.98,,20.97,84.7,9.9973,189.97,898.17,31.25,,4.41,25.67,,11.19,330.84,46.28,543000,,,19900,,1660,1.7705,2.22,79.59,1081.1,26.39,1.01,1.06,,,,,,,,,,,,,,
981,2008.9.9,1224.51,66.67,247.486,77.31,226.82,75.26,172.81,458.43,103.26,2603,6830,777.25,18500,2209.81,12400.65,1808.82,974.59,756.97,319.3,984.08,903.55,585.529,1454.5,2,,,,,,,,,,,5.6,2.5,4.1,2.23238,0.7,0.3,,,,,5.8,10.5,,,-198,-249,-74,34.3,33.6,145532,-205,62.2,35.5,2.7,3.4,3.5,140.8,-416.1,3.7,0.3,,,,-2.13,-0.53,79.036,-1.3,-2.7,-3.3,0.7,1.3,1.26,1.2,1.15,1.54,1.49,102.3002,1269465,99,137508,11013.2,50.8,50.1,90.4,,,,-1.95,-1.51,-16.2,-5.2,-12,49.1,44,88.6207,-1.3203,89.2,-11.1,-2.3,41,417.1,136972,48.4,43996,921,1257.33,4.53,2,-2.68,-0.4,0.4,1.5,5.4,3.3,12.73,9.19,51.94,61.2,11,4.2,-1.2,-0.1,-0.5,4.4,2.912,,,-66.842,165.379,232.221,20.2,17.6,21.4,1.4,13.132,-17.553,1.6594,3.9462,71.6669,,,,,,,,10,15.4,48.4,46.2,46.7,101.38,26.9,33.7,,,,,,,,,,,,,,,,,,,,,87.229,5.9,0.7,85.8,4.6,0.5,89.9,99.4,12.6,1.9,3.1,1.04,0.6,0.89,60.6,-3.8,,,,,,56.5,81.7,8.75,-0.73,81.3,8.95,-0.79,8.08,14.44,89.9,5.47,-1.52,9.39,9,-1.1,4.1,2.16,4.316,1.308,258004,78,73,83.2,86.3,,77.2931,-0.4992,75.4,1.9,79.8,80.6,-7.9,87.9,95.8,8095.9,98.5,1724.9,0.8,82.3,7766.4,83.4,80.2,89.2,33663.4,22103.5,74.6,3635.5,23791.2,5.9,21893,,80.5,5,52.6,-3.5,,,160595,20352.2,12.7,5.9,2.1,298246,107587,190659,74.3,,,,,,,,,-2261.7,,12.2,24.1,1197.4,383.2,-1991,40961.223,42952.491,35.6,47,105.33,25.14,0.1,108.15,50.61,1.08,,,,32706,135743,168449,,,6.5,1.4,14.8,12.1,13.4,1.4,247.52,-2.87,5,,,5.66,5.68,5.92,78.99,5.77,21.67,16.8,,,1546.8,,207.7,,20.33,82.17,10.2332,186.99,880.02,30.76,,4.41,26.05,,10.81,319.3,45.61,536000,,,18600,,1690,1.6948,2.12,79.25,1095,24.66,0.94,0.99,,,,,,,,,,,,,,
982,2008.9.10,1232.04,66.314,244.09,77.65,225.96,75.87,172.86,454.88,102.58,2626,6840,752.45,18500,2228.7,12346.63,1827.37,978.43,760.93,321.94,977.52,885.67,588.308,1464.98,2,,,,,,,,,,,,,,,,,,,,,,,448,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6592,3.9307,71.6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5.68,5.69,5.845,76.15,5.78,21.66,16.34,,,1525.26,,205.04,,20.16,82.76,10.1341,188.5,901.9,31.14,,4.91,26.25,,10.82,321.94,46.73,542000,,,20100,,1665,1.6687,2.12,79.84,1091.5,26.65,1.02,1.07,,,,,,,,,,,,,,
983,2008.9.11,1249.05,65.567,243.684,78.21,226.15,76.84,167.95,451.11,100.87,2620,6930,746.85,18500,2258.22,12102.5,1846.57,991.69,772.02,323.89,970.74,887.89,575.325,1443.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,5.71,21.81,16.02,,,1552.4,,203.39,,20.19,83.41,10.3195,185.27,901.86,30.91,,4.92,26.03,,10.3,323.89,49.09,537000,,,20300,,1700,1.6197,1.99,80.15,1106.25,26.92,1.03,1.08,,,,,,,,,,,,,1,1
984,2008.9.12,1251.7,67.71,259.565,78.42,238.49,76.9,168.7,467.53,101.18,2665,7122,765.5,19250,2261.27,12214.76,1852.92,992.8,774.2,322.13,986.89,908.15,578.763,1477.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.62,5.75,21.28,15.94,,,1574.74,,214.71,,20.16,83.52,10.2529,189.9,922.26,31.43,,5.13,26.94,,10.19,322.13,47.92,543000,,,20400,,1710,1.6412,1.94,78.97,1106.75,27.05,1.04,1.08,,,,,,,,,,,,,,
